12/01/2018 03:42,,,,
Código,Descrição,Início de Vigência,Fim de Vigência,Classe Mercadoria Perigosa
3088,"SÓLIDO ORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO,N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3089,"PÓ METÁLICO INFLAMÁVEL, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3090,PILHAS DE LÍTIO METAL (INCLUINDO PILHAS DE LIGA DE LÍTIO),2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3091,PILHAS DE LÍTIO METAL CONTIDAS NUM EQUIPAMENTO OUPILHAS DE LÍTIO METAL EMBALADAS COM ,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3092,METÓXI-1 PROPANOL-2,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3093,"LÍQUIDO CORROSIVO, COMBURENTE, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3094,"LÍQUIDO CORROSIVO, HIDRO-REACTIVO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3095,"SÓLIDO CORROSIVO, SUSCEPTÍVEL DE AUTO-AQUECIMENTO,N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3096,"SÓLIDO CORROSIVO, HIDRO-REACTIVO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3097,"SÓLIDO INFLAMÁVEL, COMBURENTE, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3098,"LÍQUIDO COMBURENTE, CORROSIVO, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3099,"LÍQUIDO COMBURENTE, TÓXICO, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3100,"SÓLIDO COMBURENTE, SUSCEPTÍVEL DE AUTO-AQUECIMENTO, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3101,"PERÓXIDO ORGÂNICO DE TIPO B, LÍQUIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3102,"PERÓXIDO ORGÂNICO DE TIPO B, SÓLIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3103,"PERÓXIDO ORGÂNICO DE TIPO C, LÍQUIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3104,"PERÓXIDO ORGÂNICO DE TIPO C, SÓLIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3105,"PERÓXIDO ORGÂNICO DE TIPO D, LÍQUIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3106,"PERÓXIDO ORGÂNICO DE TIPO D, SÓLIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3107,"PERÓXIDO ORGÂNICO DE TIPO E, LÍQUIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3108,"PERÓXIDO ORGÂNICO DE TIPO E, SÓLIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3109,"PERÓXIDO ORGÂNICO DE TIPO F, LÍQUIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3110,"PERÓXIDO ORGÂNICO DE TIPO F, SÓLIDO",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3111,"PERÓXIDO ORGÂNICO DE TIPO B, LÍQUIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3112,"PERÓXIDO ORGÂNICO DE TIPO B, SÓLIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3113,"PERÓXIDO ORGÂNICO DE TIPO C, LÍQUIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3114,"PERÓXIDO ORGÂNICO DE TIPO C, SÓLIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3115,"PERÓXIDO ORGÂNICO DE TIPO D, LÍQUIDO COMREGULAÇÃO DE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3116,"PERÓXIDO ORGÂNICO DE TIPO D, SÓLIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3117,"PERÓXIDO ORGÂNICO DE TIPO E, LÍQUIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3118,"PERÓXIDO ORGÂNICO DE TIPO E, SÓLIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3119,"PERÓXIDO ORGÂNICO DE TIPO F, LÍQUIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3120,"PERÓXIDO ORGÂNICO DE TIPO F, SÓLIDO COM REGULAÇÃODE TEMPERATURA",2014-09-01,-,52 - PERÓXIDOS ORGÂNICOS
3121,"SÓLIDO COMBURENTE, HIDRO-REACTIVO, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3122,"LÍQUIDO TÓXICO, COMBURENTE, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3123,"LÍQUIDO TÓXICO, HIDRO-REACTIVO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3124,"SÓLIDO TÓXICO, SUSCEPTÍVEL DE AUTO-AQUECIMENTO,N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3125,"SÓLIDO TÓXICO, HIDRO-REACTIVO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3126,"SÓLIDO ORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO,CORROSIVO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3127,"SÓLIDO SUSCEPTÍVEL DE AUTO-AQUECIMENTO,COMBURENTE, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3128,"SÓLIDO ORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO,TÓXICO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3129,"LÍQUIDO HIDRO-REACTIVO, CORROSIVO, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3130,"LÍQUIDO HIDRO-REACTIVO, TÓXICO, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3131,"SÓLIDO HIDRO-REACTIVO, CORROSIVO, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3132,"SÓLIDO HIDRO-REACTIVO, INFLAMÁVEL, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3133,"SÓLIDO HIDRO-REACTIVO, COMBURENTE, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3134,"SÓLIDO HIDRO-REACTIVO, TÓXICO, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3135,"SÓLIDO HIDRO-REACTIVO, SUSCEPTÍVEL DE AUTO-AQUECIMENTO, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3136,TRIFLUORMETANO LÍQUIDO REFRIGERADO,2014-09-01,-,2 - GASES
3137,"SÓLIDO COMBURENTE, INFLAMÁVEL, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3138,"ETILENO, ACETILENO E PROPILENO EM MISTURA LÍQUIDAREFRIGERADA, CONTENDO 71,5% PELO MENOS DE ",2014-09-01,-,2 - GASES
3139,"LÍQUIDO COMBURENTE, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3140,"ALCALÓIDES LÍQUIDOS, N.S.A. OU SAIS DE ALCALÓIDESLÍQUIDOS, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3141,"COMPOSTO INORGÂNICO LÍQUIDO DE ANTIMÓNIO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3142,"DESINFECTANTE LÍQUIDO TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3143,"CORANTE SÓLIDO TÓXICO, N.S.A. OU MATÉRIA INTERMÉDIASÓLIDA PARA CORANTE, TÓXICA, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3144,"COMPOSTO LÍQUIDO DE NICOTINA, N.S.A. OU PREPARAÇÃOLÍQUIDA DE NICOTINA, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3145,"ALQUILFENÓIS LÍQUIDOS, N.S.A. (INCLUINDO OS HOMÓLOGOS C2 A C12)",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3146,"COMPOSTO ORGÂNICO SÓLIDO DE ESTANHO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3147,"CORANTE SÓLIDO CORROSIVO, N.S.A. OU MATÉRIAINTERMÉDIA SÓLIDA PARA CORANTE, CORROSIVA, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3148,"LÍQUIDO HIDRO-REACTIVO, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3149,"PERÓXIDO DE HIDROGÉNIO E ÁCIDO PEROXIACÉTICO EMMISTURA, COM ÁCIDO(S), ÁGUA E NÃO MAIS DE 5% DE ",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3150,PEQUENOS APARELHOS COM HIDROCARBONETOS GASOSOS OU RECARGAS DE HIDROCARBONETOS GASOSOS ,2014-09-01,-,2 - GASES
3151,DIFENILOS POLIHALOGENADOS LÍQUIDOS OU TERFENILOSPOLIHALOGENADOS LÍQUIDOS,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3152,DIFENILOS POLIHALOGENADOS SÓLIDOS OU TERFENILOSPOLIHALOGENADOS SÓLIDOS,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3153,ÉTER PERFLUOR (METILVINÍLICO),2014-09-01,-,2 - GASES
3154,ÉTER PERFLUOR (ETILVINÍLICO),2014-09-01,-,2 - GASES
3155,PENTACLOROFENOL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
3156,"GÁS COMPRIMIDO COMBURENTE, N.S.A.",2014-09-01,-,2 - GASES
3157,"GÁS LIQUEFEITO COMBURENTE, N.S.A.",2014-09-01,-,2 - GASES
3158,"GÁS LÍQUIDO REFRIGERADO, N.S.A.",2014-09-01,-,2 - GASES
3159,"TETRAFLUOR-1,1,1,2 ETANO (GÁS REFRIGERANTE R 134A)",2014-09-01,-,2 - GASES
3160,"GÁS LIQUEFEITO TÓXICO, INFLAMÁVEL, N.S.A.",2014-09-01,-,2 - GASES
3161,"GÁS LIQUEFEITO INFLAMÁVEL, N.S.A.",2014-09-01,-,2 - GASES
3162,"GÁS LIQUEFEITO TÓXICO, N.S.A.",2014-09-01,-,2 - GASES
3163,"GÁS LIQUEFEITO, N.S.A.",2014-09-01,-,2 - GASES
3164,OBJECTOS SOB PRESSÃO PNEUMÁTICA OU HIDRÁULICA(CONTENDO UM GÁS NÃO INFLAMÁVEL),2014-09-01,-,2 - GASES
3165,RESERVATÓRIO DE CARBURANTE PARA MOTOR DE CIRCUITOHIDRÁULICO DE AERONAVE (CONTENDO UMA ,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3166,MOTOR DE COMBUSTÃO INTERNA OU VEÍCULO DE PROPULSÃO A GÁS INFLAMÁVEL OUVEÍCULO DE PROPULSÃO A ,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3167,"AMOSTRA DE GÁS NÃO COMPRIMIDO, INFLAMÁVEL, N.S.A., SOBOUTRA FORMA QUE NÃO A DE LÍQUIDO ",2014-09-01,-,2 - GASES
3168,"AMOSTRA DE GÁS, NÃO COMPRIMIDO, TÓXICO, INFLAMÁVEL,N.S.A., SOB OUTRA FORMA QUE NÃO A DE LÍQUIDO ",2014-09-01,-,2 - GASES
3169,"AMOSTRA DE GÁS, NÃO COMPRIMIDO, TÓXICO,  N.S.A., SOBOUTRA FORMA QUE NÃO A DE LÍQUIDO REFRIGERADO",2014-09-01,-,2 - GASES
3170,SUBPRODUTOS DO FABRICO DE ALUMÍNIO OU SUBPRODUTOS DA REFUSÃO DE ALUMÍNIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3171,APARELHO MOVIDO POR ACUMULADORES OU VEÍCULO MOVIDO POR ACUMULADORES,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3172,"TOXINAS EXTRAÍDAS DE ORGANISMOS VIVOS, LÍQUIDAS,N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3174,DISSULFURETO DE TITÂNIO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3175,SÓLIDOS OU MISTURAS DE SÓLIDOS CONTENDO LÍQUIDOINFLAMÁVEL COM UM PONTO DE INFLAMAÇÃO INFERIOR ,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3176,"SÓLIDO ORGÂNICO INFLAMÁVEL FUNDIDO, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3178,"SÓLIDO INORGÂNICO INFLAMÁVEL, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3179,"SÓLIDO INORGÂNICO INFLAMÁVEL, TÓXICO, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3180,"SÓLIDO INORGÂNICO INFLAMÁVEL, CORROSIVO, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3181,"SAIS METÁLICOS DE COMPOSTOS ORGÂNICOS, INFLAMÁVEIS,N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3182,"HIDRETOS METÁLICOS INFLAMÁVEIS, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3183,"LÍQUIDO ORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO,N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3184,"LÍQUIDO ORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO,TÓXICO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3185,"LÍQUIDO ORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO,CORROSIVO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3186,"LÍQUIDO INORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3187,"LÍQUIDO INORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO, TÓXICO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3188,"LÍQUIDO INORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO, CORROSIVO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3189,"PÓ METÁLICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3190,"SÓLIDO INORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3191,"SÓLIDO INORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO, TÓXICO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3192,"SÓLIDO INORGÂNICO SUSCEPTÍVEL DE AUTO-AQUECIMENTO, CORROSIVO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3194,"LÍQUIDO INORGÂNICO PIROFÓRICO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3200,"SÓLIDO INORGÂNICO PIROFÓRICO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3205,"ALCOOLATOS DE METAIS ALCALINO-TERROSOS, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3206,"ALCOOLATOS DE METAIS ALCALINOS SUSCEPTÍVEIS DEAUTO-AQUECIMENTO, CORROSIVOS, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3208,"MATÉRIA METÁLICA HIDRO-REACTIVA, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3209,"MATÉRIA METÁLICA HIDRO-REACTIVA, SUSCEPTÍVEL DEAUTO-AQUECIMENTO, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3210,"CLORATOS INORGÂNICOS EM SOLUÇÃO AQUOSA, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3211,"PERCLORATOS INORGÂNICOS EM SOLUÇÃO AQUOSA, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3212,"HIPOCLORITOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3213,"BROMATOS INORGÂNICOS EM SOLUÇÃO AQUOSA, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3214,"PERMANGANATOS INORGÂNICOS EM SOLUÇÃO AQUOSA,N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3215,"PERSULFATOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3216,"PERSULFATOS INORGÂNICOS EM SOLUÇÃO AQUOSA, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3218,"NITRATOS INORGÂNICOS EM SOLUÇÃO AQUOSA, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3219,"NITRITOS INORGÂNICOS EM SOLUÇÃO AQUOSA, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3220,PENTAFLUORETANO (GÁS REFRIGERANTE R 125),2014-09-01,-,2 - GASES
3221,LÍQUIDO AUTO-REACTIVO DO TIPO B,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3222,SÓLIDO AUTO-REACTIVO DO TIPO B,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3223,LÍQUIDO AUTO-REACTIVO DO TIPO C,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3224,SÓLIDO AUTO-REACTIVO DO TIPO C,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3225,LÍQUIDO AUTO-REACTIVO DO TIPO D,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3226,SÓLIDO AUTO-REACTIVO DO TIPO D,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3227,LÍQUIDO AUTO-REACTIVO DO TIPO E,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3228,SÓLIDO AUTO-REACTIVO DO TIPO E,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3229,LÍQUIDO AUTO-REACTIVO DO TIPO F,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3230,SÓLIDO AUTO-REACTIVO DO TIPO F,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3231,"LÍQUIDO AUTO-REACTIVO DO TIPO B, COM REGULAÇÃO DETEMPERATURA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3232,"LÍQUIDO AUTO-REACTIVO DO TIPO C, COM REGULAÇÃO DETEMPERATURA REF.: 3233",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3234,"SÓLIDO AUTO-REACTIVO DO TIPO C, COM REGULAÇÃO DETEMPERATURA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3235,"LÍQUIDO AUTO-REACTIVO DO TIPO D, COM REGULAÇÃO DETEMPERATURA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3236,"SÓLIDO AUTO-REACTIVO DO TIPO D, COM REGULAÇÃO DETEMPERATURA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3237,"LÍQUIDO AUTO-REACTIVO DO TIPO E, COM REGULAÇÃO DETEMPERATURA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3238,"SÓLIDO AUTO-REACTIVO DO TIPO E, COM REGULAÇÃO DETEMPERATURA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3239,"LÍQUIDO AUTO-REACTIVO DO TIPO F, COM REGULAÇÃO DETEMPERATURA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3240,"SÓLIDO AUTO-REACTIVO DO TIPO F, COM REGULAÇÃO DETEMPERATURA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3241,"BROMO-2 NITRO-2 PROPANODIOL-1,3",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3242,AZODICARBONAMIDA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3243,"SÓLIDOS CONTENDO LÍQUIDO TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3244,"SÓLIDOS CONTENDO LÍQUIDO CORROSIVO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3245,MICROORGANISMOS GENETICAMENTE MODIFICADOS OUORGANISMOS GENETICAMENTE MODIFICADOS,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3246,CLORETO DE METANOSSULFONILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
3247,PEROXOBORATO DE SÓDIO ANIDRO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
3248,"MEDICAMENTO LÍQUIDO INFLAMÁVEL, TÓXICO, N.S.A.",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3249,"MEDICAMENTO SÓLIDO TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3250,ÁCIDO CLOROACÉTICO FUNDIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
3251,MONONITRATO-5 DE ISOSORBIDA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
3252,DIFLUORMETANO (GÁS REFRIGERANTE R 32),2014-09-01,-,2 - GASES
3253,TRIOXOSSILICATO DE DISSÓDIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3254,TRIBUTILFOSFANO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3255,HIPOCLORITO DE TERT-BUTILO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
3256,"LÍQUIDO TRANSPORTADO A QUENTE, INFLAMÁVEL, N.S.A.,COM UM PONTO DE INFLAMAÇÃO SUPERIOR A 60 °C, A ",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
